
Melhores respostas:
0 16.500 [pluto | *serie | mickey mouse | pluto | *criador | *walt_disney] - [15.000 0.500 1.000]
46 15.128 [*mickey,_donald_e_pateta_(serie) | idioma | ingles_americano | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
47 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | ze_grandao | *criador | *walt_disney] - [13.628 0.500 1.000]
48 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | pluto | *criador | *walt_disney] - [13.628 0.500 1.000]
49 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | clara_de_ovos | *criador | *walt_disney] - [13.628 0.500 1.000]
50 15.128 [pato_donald | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
51 15.128 [*walt_disney | paginas | 944 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
52 15.128 [*walt_disney | isbn | 978 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
53 15.128 [*walt_disney | tamanhoimagem | 245 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
54 15.128 [*walt_disney | commons | walt disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
55 15.128 [*walt_disney | editora | novo seculo | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
56 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | rainha_ma_(disney) | *criador | *walt_disney] - [13.628 0.500 1.000]
57 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | mickey_e_donald | *criador | *walt_disney] - [13.628 0.500 1.000]
58 15.128 [clara_de_ovos | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
59 15.128 [mickey_mouse | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
60 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | pato_donald | *criador | *walt_disney] - [13.628 0.500 1.000]
61 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | idioma | ingles_americano] - [13.628 0.500 1.000]
62 15.128 [pluto | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
63 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | episodios | 11] - [13.628 0.500 1.000]
64 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | formato | *serie de desenho animado] - [13.628 0.500 1.000]
65 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | titulobr | as aventuras de mickey, donald e pateta] - [13.628 0.500 1.000]
66 15.128 [ze_grandao | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
67 15.128 [rainha_ma_(disney) | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
68 15.128 [mickey_e_donald | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
69 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | joao_honesto | *criador | *walt_disney] - [13.628 0.500 1.000]
70 15.128 [*mickey,_donald_e_pateta_(serie) | titulobr | as aventuras de mickey, donald e pateta | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
71 15.128 [*mickey,_donald_e_pateta_(serie) | formato | *serie de desenho animado | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
72 15.128 [joao_honesto | *criador | *walt_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
73 15.128 [*walt_disney | ocupacao | roteirista | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
74 15.128 [*walt_disney | localidaden | chicago | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
75 15.128 [*walt_disney | ocupacao | animador | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
76 15.128 [*walt_disney | localidadef | california | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
77 15.128 [*walt_disney | localidadef | los_angeles | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
78 15.128 [*walt_disney | ocupacao | produtor_cinematografico | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
79 15.128 [*walt_disney | ocupacao | diretor_de_cinema | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
80 15.128 [*walt_disney | ocupacao | dublador | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
81 15.128 [*walt_disney | ocupacao | empreendedor | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
82 15.128 [*walt_disney | ocupacao | filantropia | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
83 15.128 [*walt_disney | imdbid | 370 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
84 15.128 [*walt_disney | localidaden | illinois | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
85 15.128 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney | mickey_mouse | *criador | *walt_disney] - [13.628 0.500 1.000]
86 15.128 [*walt_disney | autor | neil gabler | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
87 15.128 [*walt_disney | wikiquote | walt disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
88 14.667 [joao_honesto | *criador | *walt_disney] - [13.000 0.667 1.000]
89 14.667 [mickey_mouse | *criador | *walt_disney] - [13.000 0.667 1.000]
90 14.667 [clara_de_ovos | *criador | *walt_disney] - [13.000 0.667 1.000]
91 14.667 [pluto | *criador | *walt_disney] - [13.000 0.667 1.000]
92 14.667 [ze_grandao | *criador | *walt_disney] - [13.000 0.667 1.000]
93 14.667 [rainha_ma_(disney) | *criador | *walt_disney] - [13.000 0.667 1.000]
94 14.667 [mickey_e_donald | *criador | *walt_disney] - [13.000 0.667 1.000]
95 14.667 [pato_donald | *criador | *walt_disney] - [13.000 0.667 1.000]
96 14.333 [*walt_disney | id | 370 | mickey_e_donald | *criador | *walt_disney] - [13.000 0.333 1.000]
97 14.333 [*walt_disney | titulo | walt disney: o triunfo da imaginacao americana | pato_donald | *criador | *walt_disney] - [13.000 0.333 1.000]
98 14.333 [*walt_disney | descricao | walt disney em 1954. | pato_donald | *criador | *walt_disney] - [13.000 0.333 1.000]
99 14.333 [*walt_disney | nomedenascimento | walter elias disney | pato_donald | *criador | *walt_disney] - [13.000 0.333 1.000]
